User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount
1001772,Saad,P00186142,F,55+,58,1,Khyber Pakhtunkhwa,North-Western,Media,Sports Products,4,8187
1003118,Zara,P00173542,F,26-35,28,1,Sindh,Southern,Media,Food,1,8185
1001958,Laiba,P00295942,M,26-35,34,1,Balochistan,Western,Freelancer,Sports Products,2,8181
1001891,Ayesha,P00250242,F,46-50,47,0,Islamabad Capital Territory,Northern,Media,Food,1,8179
1000205,Ahmed,P00118542,F,36-45,45,0,Balochistan,Western,Construction,Food,1,8178
1002764,Fatima,P00304642,F,26-35,26,1,Sindh,Southern,IT,Food,1,8178
1001172,Mehwish,P00265242,M,26-35,27,0,Islamabad Capital Territory,Northern,Engineer,Food,1,8178
1000016,Iqra,P00238542,M,36-45,45,0,Sindh,Southern,Healthcare,Sports Products,2,8177
1005941,Daniyal,P00153842,M,26-35,32,0,Khyber Pakhtunkhwa,North-Western,Textile,Footwear & Shoes,4,8175
1000523,Mehwish,P00246142,F,51-55,55,0,Khyber Pakhtunkhwa,North-Western,Freelancer,Furniture,4,8174
1000443,Saad,P00028542,F,26-35,30,1,Islamabad Capital Territory,Northern,Construction,Food,2,8174
1005112,Sara,P00345842,F,36-45,42,1,Balochistan,Western,IT,Food,2,8173
1001422,Taha,P00128242,F,36-45,38,0,Punjab,Eastern,IT,Footwear & Shoes,3,8173
1000780,Ahmed,P00044442,F,26-35,30,1,Punjab,Eastern,Retail,Footwear & Shoes,3,8173
1003141,Ali,P00161442,F,26-35,34,1,Gilgit-Baltistan,Northern,Healthcare,Food,3,8173
1001626,Zara,P00028842,F,18-25,24,0,Gilgit-Baltistan,Northern,Healthcare,Sports Products,4,8172
1003259,Hania,P00210042,M,18-25,23,1,Balochistan,Western,Govt,Furniture,2,8172
1000869,Ahmed,P00017242,F,18-25,22,0,Khyber Pakhtunkhwa,North-Western,Govt,Sports Products,4,8170
1001120,Daniyal,P00150342,F,18-25,22,0,Islamabad Capital Territory,Northern,Construction,Food,3,8170
1000678,Sana,P00253142,F,26-35,30,0,Punjab,Eastern,Textile,Food,3,8170
1003264,Ahmed,P00362442,M,26-35,32,0,Balochistan,Western,Education,Sports Products,1,8162
1000078,Mariam,P00158742,M,46-50,46,0,Balochistan,Western,IT,Food,2,8162
1001415,Mehwish,P00121142,F,46-50,48,1,Islamabad Capital Territory,Northern,Retail,Sports Products,2,8161
1002320,Ayesha,P00359742,M,51-55,52,0,Gilgit-Baltistan,Northern,Construction,Furniture,3,8159
1002676,Usman,P00163842,F,55+,81,0,Punjab,Eastern,Govt,Food,3,8157
1000304,Arham,P00067842,F,26-35,32,1,Punjab,Eastern,Construction,Sports Products,3,8154
1005981,Hiba,P00191642,F,36-45,41,1,Islamabad Capital Territory,Northern,Construction,Food,2,8152
1004139,Umar,P00280842,F,55+,73,1,Islamabad Capital Territory,Northern,Govt,Sports Products,2,8152
1004277,Hania,P00350342,F,36-45,37,0,Gilgit-Baltistan,Northern,IT,Footwear & Shoes,2,8151
1004882,Sara,P00188542,F,46-50,48,0,Azad Jammu & Kashmir,North-Eastern,Freelancer,Footwear & Shoes,2,8150
1004819,Umar,P00352442,F,36-45,41,1,Khyber Pakhtunkhwa,North-Western,Business,Food,3,8150
1003953,Hamza,P00191242,F,26-35,31,0,Balochistan,Western,Textile,Food,3,8146
1004673,Mariam,P00050242,M,36-45,38,0,Gilgit-Baltistan,Northern,Healthcare,Food,2,8146
1002736,Hassan,P00232742,F,46-50,47,0,Islamabad Capital Territory,Northern,Construction,Food,1,8146
1000201,Hamza,P00216742,M,36-45,43,0,Gilgit-Baltistan,Northern,Textile,Books,1,8145
1000951,Hassan,P00350942,F,46-50,47,0,Islamabad Capital Territory,Northern,Agriculture,Food,1,8144
1003031,Muneeb,P00131542,F,18-25,25,1,Azad Jammu & Kashmir,North-Eastern,Healthcare,Food,2,8143
1004968,Sana,P00117942,M,51-55,52,0,Sindh,Southern,IT,Electronics & Gadgets,4,8143
1000355,Taha,P00233542,F,18-25,18,1,Azad Jammu & Kashmir,North-Eastern,Retail,Electronics & Gadgets,1,8143
1004120,Hamza,P00319042,F,26-35,30,1,Sindh,Southern,Retail,Electronics & Gadgets,2,8143
1005755,Fatima,P00041542,M,36-45,38,0,Azad Jammu & Kashmir,North-Eastern,IT,Electronics & Gadgets,1,8142
1001635,Muneeb,P00298942,F,26-35,32,1,Sindh,Southern,Engineer,Footwear & Shoes,1,8142
1005825,Hania,P00018342,M,26-35,33,1,Balochistan,Western,Govt,Electronics & Gadgets,2,8142
1000591,Noor,P00155642,F,26-35,31,0,Balochistan,Western,Education,Sports Products,4,8142
1002047,Sana,P00129342,F,0-17,15,0,Azad Jammu & Kashmir,North-Eastern,Textile,Electronics & Gadgets,3,8141
1003498,Ahmed,P00003442,M,26-35,28,0,Balochistan,Western,Media,Footwear & Shoes,3,8141
1005026,Ali,P00088342,F,26-35,27,1,Islamabad Capital Territory,Northern,Education,Electronics & Gadgets,3,8141
1003958,Mehwish,P00295742,F,46-50,47,1,Islamabad Capital Territory,Northern,Agriculture,Food,1,8141
1003217,Mehwish,P00332442,M,36-45,41,0,Islamabad Capital Territory,Northern,Healthcare,Electronics & Gadgets,2,8138
1002289,Taha,P00084042,M,51-55,52,0,Gilgit-Baltistan,Northern,Govt,Electronics & Gadgets,2,8138
1003217,Hania,P00332442,M,36-45,41,0,Islamabad Capital Territory,Northern,Healthcare,Electronics & Gadgets,4,8138
1004356,Ayesha,P00110742,F,36-45,40,0,Azad Jammu & Kashmir,North-Eastern,Business,Food,4,8137
1001173,Ayesha,P00163442,M,26-35,29,0,Balochistan,Western,Engineer,Food,4,8137
1002742,Zara,P00030942,F,26-35,26,0,Sindh,Southern,Engineer,Electronics & Gadgets,1,8136
1000678,Mariam,P00207942,F,26-35,32,0,Sindh,Southern,Engineer,Food,1,8136
1000284,Sana,P00218642,F,26-35,28,0,Sindh,Southern,Healthcare,Sports Products,3,8136
1001099,Noor,P0098242,F,26-35,35,1,Punjab,Eastern,Business,Electronics & Gadgets,4,8135
1005086,Hania,P00058042,F,26-35,27,1,Punjab,Eastern,IT,Electronics & Gadgets,3,8135
1004560,Bilal,P00355942,F,26-35,26,1,Islamabad Capital Territory,Northern,Healthcare,Electronics & Gadgets,4,8135
1004725,Muneeb,P00196242,F,36-45,38,1,Punjab,Eastern,Agriculture,Food,3,8135
1003129,Hania,P00327042,F,26-35,31,0,Islamabad Capital Territory,Northern,Engineer,Electronics & Gadgets,3,8134
1004007,Iqra,P00054942,F,36-45,44,0,Sindh,Southern,Govt,Footwear & Shoes,4,8134
1005319,Hiba,P00122542,F,18-25,23,1,Azad Jammu & Kashmir,North-Eastern,Freelancer,Electronics & Gadgets,4,8134
1004535,Ayesha,P00274642,F,18-25,25,0,Balochistan,Western,Govt,Electronics & Gadgets,1,8134
1001027,Ayesha,P00328342,F,18-25,21,0,Azad Jammu & Kashmir,North-Eastern,Media,Sports Products,2,8134
1005524,Saad,P00202542,F,0-17,17,1,Gilgit-Baltistan,Northern,Construction,Electronics & Gadgets,2,8134
1000101,Umar,P00241642,M,18-25,21,1,Khyber Pakhtunkhwa,North-Western,Media,Electronics & Gadgets,1,8133
1005862,Taha,P00251242,M,26-35,26,0,Islamabad Capital Territory,Northern,Education,Food,3,8133
1003082,Hiba,P00248542,M,36-45,42,0,Khyber Pakhtunkhwa,North-Western,Govt,Electronics & Gadgets,4,8133
1001902,Ali,P00075442,F,26-35,31,0,Punjab,Eastern,Healthcare,Electronics & Gadgets,4,8133
1003082,Hiba,P00248542,M,36-45,42,0,Balochistan,Western,Retail,Electronics & Gadgets,4,8133
1004387,Arham,P00142142,M,18-25,24,1,Sindh,Southern,Business,Electronics & Gadgets,2,8133
1001937,Hiba,P00114442,F,26-35,33,1,Punjab,Eastern,Healthcare,Footwear & Shoes,3,8133
1000570,Sara,P00143342,F,26-35,34,1,Khyber Pakhtunkhwa,North-Western,Textile,Electronics & Gadgets,2,8133
1004682,Zara,P00210342,F,26-35,33,0,Islamabad Capital Territory,Northern,Business,Food,3,8132
1002245,Daniyal,P00334242,M,0-17,16,0,Islamabad Capital Territory,Northern,Engineer,Electronics & Gadgets,3,8131
1001184,Saad,P00183342,M,26-35,30,1,Punjab,Eastern,Healthcare,Electronics & Gadgets,2,8131
1003018,Mariam,P00020442,F,36-45,38,0,Balochistan,Western,Govt,Electronics & Gadgets,2,8131
1000746,Raza,P00162842,M,18-25,21,1,Sindh,Southern,Freelancer,Electronics & Gadgets,2,8130
1004121,Muneeb,P00129342,F,46-50,50,0,Gilgit-Baltistan,Northern,Business,Electronics & Gadgets,3,8129
1005357,Laiba,P00057642,M,18-25,22,0,Sindh,Southern,IT,Electronics & Gadgets,4,8129
1001665,Raza,P00323942,F,46-50,48,1,Azad Jammu & Kashmir,North-Eastern,Textile,Electronics & Gadgets,4,8129
1003263,Zainab,P00334742,F,51-55,51,1,Punjab,Eastern,Freelancer,Electronics & Gadgets,1,8129
1000975,Ali,P00209742,F,36-45,43,0,Islamabad Capital Territory,Northern,Media,Food,4,8129
1004112,Sara,P00100842,F,46-50,47,0,Khyber Pakhtunkhwa,North-Western,IT,Sports Products,3,8129
1004153,Sara,P00070042,F,51-55,51,0,Islamabad Capital Territory,Northern,Textile,Electronics & Gadgets,2,8129
1003611,Zara,P00145442,F,26-35,29,0,Gilgit-Baltistan,Northern,Media,Electronics & Gadgets,1,8128
1002726,Fatima,P00101742,F,46-50,47,1,Islamabad Capital Territory,Northern,Agriculture,Electronics & Gadgets,3,8128
1004764,Daniyal,P00321742,M,0-17,17,1,Gilgit-Baltistan,Northern,Freelancer,Electronics & Gadgets,4,8128
1000543,Arham,P00118742,F,26-35,35,0,Sindh,Southern,Engineer,Sports Products,4,8128
1003573,Raza,P00112542,M,0-17,13,0,Islamabad Capital Territory,Northern,Agriculture,Electronics & Gadgets,4,8128
1003745,Zara,P00236342,M,26-35,31,0,Islamabad Capital Territory,Northern,Agriculture,Electronics & Gadgets,2,8128
1000481,Usman,P00227942,F,46-50,46,1,Azad Jammu & Kashmir,North-Eastern,Textile,Electronics & Gadgets,4,8128
1003993,Laiba,P00136542,F,26-35,35,0,Azad Jammu & Kashmir,North-Eastern,Govt,Food,1,8128
1004101,Bilal,P00329342,F,18-25,23,1,Sindh,Southern,IT,Electronics & Gadgets,2,8127
1000349,Ali,P00074442,M,0-17,13,0,Azad Jammu & Kashmir,North-Eastern,Healthcare,Food,1,8127
1004101,Ayesha,P00329342,F,18-25,23,1,Azad Jammu & Kashmir,North-Eastern,Healthcare,Electronics & Gadgets,2,8127
1005824,Umar,P00206442,F,18-25,19,1,Gilgit-Baltistan,Northern,Media,Electronics & Gadgets,1,8126
1004183,Umar,P00183342,M,26-35,32,0,Khyber Pakhtunkhwa,North-Western,Agriculture,Electronics & Gadgets,4,8126
1006036,Raza,P00277542,M,26-35,27,0,Gilgit-Baltistan,Northern,Retail,Electronics & Gadgets,2,8126
1000664,Muneeb,P00370242,F,36-45,42,0,Punjab,Eastern,Education,Electronics & Gadgets,1,8126
1005720,Zara,P00127942,F,26-35,30,0,Balochistan,Western,Media,Electronics & Gadgets,4,8125
1005720,Ali,P00247042,F,26-35,34,1,Punjab,Eastern,Business,Electronics & Gadgets,3,8125
1004238,Saad,P00194142,F,36-45,45,1,Sindh,Southern,Construction,Food,2,8125
1004489,Ali,P00187442,F,18-25,21,0,Gilgit-Baltistan,Northern,Freelancer,Furniture,3,8125
1001976,Hania,P00194542,F,36-45,39,0,Gilgit-Baltistan,Northern,Retail,Sports Products,1,8125
1001524,Saad,P00361442,F,18-25,22,0,Punjab,Eastern,Agriculture,Electronics & Gadgets,4,8125
1005087,Ahmed,P00113642,M,26-35,28,0,Balochistan,Western,Media,Electronics & Gadgets,4,8124
1000855,Hania,P00003142,M,18-25,23,0,Balochistan,Western,Healthcare,Electronics & Gadgets,4,8123
1002878,Bilal,P00357442,M,51-55,55,1,Punjab,Eastern,Education,Furniture,3,8123
1000329,Mehwish,P00221342,F,36-45,36,0,Islamabad Capital Territory,Northern,Healthcare,Food,2,8123
1004734,Laiba,P00344042,F,51-55,55,0,Khyber Pakhtunkhwa,North-Western,Healthcare,Food,1,8123
1000736,Hiba,P00037142,F,18-25,23,1,Khyber Pakhtunkhwa,North-Western,Freelancer,Electronics & Gadgets,3,8122
1005142,Hania,P00222242,F,26-35,29,1,Gilgit-Baltistan,Northern,Construction,Electronics & Gadgets,3,8121
1005107,Sana,P00003942,M,46-50,49,1,Azad Jammu & Kashmir,North-Eastern,Construction,Sports Products,3,8120
1004328,Arham,P00119342,F,51-55,53,1,Azad Jammu & Kashmir,North-Eastern,Textile,Electronics & Gadgets,1,8119
1001926,Mehwish,P00116142,M,0-17,12,0,Sindh,Southern,Construction,Food,1,8119
1001088,Mariam,P00023242,M,0-17,15,0,Gilgit-Baltistan,Northern,Textile,Electronics & Gadgets,3,8119
1004260,Taha,P00343542,F,26-35,26,0,Sindh,Southern,Textile,Food,3,8119
1002102,Daniyal,P00343042,M,26-35,35,1,Gilgit-Baltistan,Northern,IT,Electronics & Gadgets,3,8119
1002817,Ali,P00080342,M,36-45,39,0,Balochistan,Western,Govt,Electronics & Gadgets,2,8118
1002817,Zainab,P00080342,M,36-45,39,0,Gilgit-Baltistan,Northern,Agriculture,Electronics & Gadgets,4,8118
1005636,Bilal,P00014542,F,26-35,34,1,Khyber Pakhtunkhwa,North-Western,Business,Footwear & Shoes,3,8118
1000877,Taha,P00352842,F,26-35,33,1,Sindh,Southern,Media,Electronics & Gadgets,4,8118
1000940,Muneeb,P00184942,F,0-17,14,1,Azad Jammu & Kashmir,North-Eastern,Education,Electronics & Gadgets,3,8118
1003513,Hania,P00005042,F,26-35,28,0,Punjab,Eastern,Freelancer,Electronics & Gadgets,2,8117
1004786,Iqra,P00221442,F,46-50,47,0,Punjab,Eastern,Retail,Electronics & Gadgets,2,8117
1000134,Ayesha,P00320742,F,26-35,26,0,Punjab,Eastern,Construction,Electronics & Gadgets,3,8117
1001696,Daniyal,P00121342,F,36-45,39,1,Azad Jammu & Kashmir,North-Eastern,Business,Electronics & Gadgets,4,8117
1002603,Hiba,P00237542,F,26-35,30,0,Punjab,Eastern,Textile,Electronics & Gadgets,2,8117
1000746,Taha,P00147942,M,18-25,19,1,Punjab,Eastern,Media,Food,3,8116
1001468,Mehwish,P00016042,M,0-17,16,0,Gilgit-Baltistan,Northern,Freelancer,Electronics & Gadgets,2,8116
1001468,Bilal,P00016042,M,0-17,16,0,Gilgit-Baltistan,Northern,Business,Electronics & Gadgets,4,8116
1003526,Fatima,P00126642,F,36-45,38,1,Sindh,Southern,Govt,Electronics & Gadgets,4,8115
1004004,Zara,P00169742,F,51-55,54,0,Khyber Pakhtunkhwa,North-Western,Textile,Electronics & Gadgets,2,8114
1004387,Muneeb,P00117442,M,18-25,24,0,Punjab,Eastern,Engineer,Sports Products,2,8114
1004004,Muneeb,P00169742,F,51-55,54,0,Punjab,Eastern,Freelancer,Electronics & Gadgets,1,8114
1004811,Ahmed,P00084442,F,36-45,36,0,Balochistan,Western,Media,Footwear & Shoes,4,8113
1002638,Zainab,P00246342,F,26-35,30,1,Islamabad Capital Territory,Northern,Healthcare,Sports Products,3,8113
1005263,Laiba,P00346242,F,36-45,37,0,Balochistan,Western,Agriculture,Electronics & Gadgets,1,8113
1000438,Mariam,P00294242,F,18-25,22,1,Sindh,Southern,Retail,Sports Products,4,8112
1001884,Ayesha,P00200442,F,46-50,50,1,Gilgit-Baltistan,Northern,Business,Electronics & Gadgets,4,8111
1005630,Fatima,P00278942,F,36-45,37,0,Balochistan,Western,Engineer,Electronics & Gadgets,2,8111
1000445,Taha,P00233242,F,46-50,49,0,Khyber Pakhtunkhwa,North-Western,Engineer,Electronics & Gadgets,4,8111
1004331,Hiba,P00284942,F,36-45,45,0,Punjab,Eastern,Govt,Electronics & Gadgets,4,8110
1000744,Hania,P00169742,F,26-35,27,1,Punjab,Eastern,Construction,Food,1,8110
1000266,Muneeb,P00110542,F,36-45,40,1,Balochistan,Western,Engineer,Food,1,8110
1003410,Ahmed,P00305042,F,36-45,39,0,Azad Jammu & Kashmir,North-Eastern,Construction,Electronics & Gadgets,3,8110
1001132,Umar,P00195742,F,18-25,23,1,Punjab,Eastern,Healthcare,Electronics & Gadgets,3,8109
1004446,Ahmed,P00046042,F,18-25,21,1,Azad Jammu & Kashmir,North-Eastern,Healthcare,Electronics & Gadgets,1,8109
1001362,Mariam,P00260842,F,36-45,39,1,Sindh,Southern,IT,Electronics & Gadgets,3,8109
1000212,Daniyal,P00062842,M,26-35,31,1,Punjab,Eastern,Healthcare,Books,3,8109
1003475,Hania,P00115942,M,26-35,32,1,Sindh,Southern,Media,Footwear & Shoes,3,8109
1001941,Zara,P00061142,M,36-45,26,1,Sindh,Southern,Education,Electronics & Gadgets,3,8109
1001273,Hamza,P00241742,F,36-45,42,0,Gilgit-Baltistan,Northern,Retail,Food,2,8109
1003340,Noor,P00110742,F,46-50,46,1,Punjab,Eastern,Govt,Electronics & Gadgets,3,8108
1003340,Hania,P00110742,F,46-50,46,1,Khyber Pakhtunkhwa,North-Western,Healthcare,Electronics & Gadgets,4,8108
1001968,Umar,P00035842,F,26-35,33,0,Khyber Pakhtunkhwa,North-Western,Govt,Sports Products,4,8108
1002744,Iqra,P00191642,F,18-25,18,0,Punjab,Eastern,Education,Food,1,8107
1003557,Zara,P00329542,F,18-25,19,0,Punjab,Eastern,Healthcare,Electronics & Gadgets,2,8107
1002380,Ayesha,P00180042,F,26-35,28,0,Punjab,Eastern,Business,Electronics & Gadgets,2,8107
1003557,Iqra,P00329542,F,18-25,19,0,Punjab,Eastern,Education,Electronics & Gadgets,3,8107
1002887,Hania,P00280842,M,26-35,33,1,Gilgit-Baltistan,Northern,Govt,Books,3,8107
1002203,Ahmed,P00313442,F,46-50,48,1,Islamabad Capital Territory,Northern,Healthcare,Electronics & Gadgets,4,8107
1005433,Zara,P00181542,M,36-45,42,0,Sindh,Southern,Healthcare,Electronics & Gadgets,4,8106
1002457,Hassan,P00181242,F,26-35,32,1,Azad Jammu & Kashmir,North-Eastern,Retail,Electronics & Gadgets,4,8106
1004879,Fatima,P00073842,F,26-35,31,0,Balochistan,Western,Engineer,Electronics & Gadgets,4,8106
1002640,Hassan,P00186142,F,36-45,36,1,Balochistan,Western,Construction,Footwear & Shoes,2,8106
1001613,Ali,P00050042,M,18-25,24,1,Gilgit-Baltistan,Northern,Govt,Electronics & Gadgets,1,8105
1001613,Hamza,P00050042,M,18-25,24,1,Balochistan,Western,Media,Electronics & Gadgets,1,8105
1004224,Bilal,P00255542,M,46-50,47,0,Balochistan,Western,Freelancer,Electronics & Gadgets,3,8105
1005502,Noor,P00346642,F,26-35,26,0,Sindh,Southern,Agriculture,Electronics & Gadgets,2,8105
1005041,Bilal,P00336942,M,46-50,46,0,Khyber Pakhtunkhwa,North-Western,Retail,Electronics & Gadgets,3,8104
1003757,Usman,P00110942,F,26-35,34,1,Sindh,Southern,Engineer,Electronics & Gadgets,1,8104
1004007,Hassan,P00035542,F,36-45,44,0,Islamabad Capital Territory,Northern,Media,Electronics & Gadgets,2,8103
1001413,Usman,P00003242,F,18-25,25,0,Gilgit-Baltistan,Northern,Freelancer,Electronics & Gadgets,3,8103
1001929,Iqra,P00237642,M,0-17,15,0,Sindh,Southern,Engineer,Electronics & Gadgets,2,8103
1002857,Usman,P00076342,F,26-35,31,0,Punjab,Eastern,Construction,Electronics & Gadgets,1,8103
1003717,Taha,P00195942,F,36-45,41,0,Gilgit-Baltistan,Northern,IT,Electronics & Gadgets,1,8103
1002146,Daniyal,P00120042,F,18-25,21,1,Balochistan,Western,Education,Electronics & Gadgets,2,8102
1000125,Usman,P00288942,F,46-50,48,1,Azad Jammu & Kashmir,North-Eastern,Freelancer,Footwear & Shoes,1,8102
1000482,Mehwish,P00313742,F,26-35,28,0,Sindh,Southern,Construction,Food,3,8102
1005954,Ahmed,P00195642,F,46-50,50,0,Balochistan,Western,Freelancer,Electronics & Gadgets,2,8102
1001891,Umar,P00183042,F,46-50,50,0,Khyber Pakhtunkhwa,North-Western,Govt,Decor,2,8102
1001891,Muneeb,P00183042,F,46-50,50,0,Sindh,Southern,Agriculture,Electronics & Gadgets,4,8102
1003878,Hassan,P00120342,F,36-45,39,0,Azad Jammu & Kashmir,North-Eastern,Retail,Footwear & Shoes,1,8101
1000188,Mariam,P00249842,F,55+,87,0,Balochistan,Western,Govt,Electronics & Gadgets,1,8100
1001294,Zara,P0099342,M,51-55,51,0,Punjab,Eastern,Agriculture,Food,1,8100
1004489,Hiba,P00243942,F,18-25,20,1,Punjab,Eastern,Healthcare,Sports Products,2,8100
1000530,Noor,P00346342,M,26-35,33,0,Azad Jammu & Kashmir,North-Eastern,Engineer,Footwear & Shoes,3,8100
1000530,Mariam,P00346342,M,26-35,33,0,Islamabad Capital Territory,Northern,Construction,Footwear & Shoes,4,8100
1005412,Sara,P00002542,F,26-35,35,0,Balochistan,Western,Retail,Electronics & Gadgets,1,8100
1005376,Saad,P00220942,F,26-35,30,0,Gilgit-Baltistan,Northern,IT,Decor,2,8099
1000230,Umar,P00300942,F,46-50,50,0,Islamabad Capital Territory,Northern,Education,Electronics & Gadgets,4,8098
1003301,Zara,P00180342,M,26-35,29,0,Gilgit-Baltistan,Northern,Agriculture,Electronics & Gadgets,4,8098
1004508,Saad,P00160542,F,26-35,28,1,Khyber Pakhtunkhwa,North-Western,Education,Electronics & Gadgets,1,8097
1003311,Taha,P00251342,F,26-35,28,1,Azad Jammu & Kashmir,North-Eastern,Media,Sports Products,2,8097
1005516,Sana,P00282442,M,51-55,54,1,Islamabad Capital Territory,Northern,Freelancer,Electronics & Gadgets,2,8096
1005738,Ahmed,P00000642,F,26-35,35,1,Sindh,Southern,Textile,Electronics & Gadgets,3,8096
1005222,Laiba,P00354242,F,26-35,32,1,Punjab,Eastern,Construction,Decor,1,8096
1004373,Usman,P00003442,F,51-55,53,0,Balochistan,Western,Freelancer,Sports Products,4,8096
1005350,Taha,P00185342,F,18-25,23,1,Balochistan,Western,Freelancer,Electronics & Gadgets,2,8095
1001647,Ahmed,P00210042,F,18-25,25,0,Gilgit-Baltistan,Northern,Education,Electronics & Gadgets,3,8095
1003685,Mariam,P00343042,F,26-35,32,0,Punjab,Eastern,Govt,Electronics & Gadgets,1,8095
1002015,Zara,P00077942,F,18-25,22,0,Punjab,Eastern,Retail,Electronics & Gadgets,4,8095
1003538,Fatima,P00213742,M,36-45,44,0,Azad Jammu & Kashmir,North-Eastern,Business,Electronics & Gadgets,3,8094
1003538,Sana,P00213742,M,36-45,44,0,Gilgit-Baltistan,Northern,IT,Electronics & Gadgets,1,8094
1002874,Taha,P00339042,M,36-45,43,0,Gilgit-Baltistan,Northern,Freelancer,Electronics & Gadgets,3,8094
1004089,Muneeb,P00218242,F,26-35,34,1,Islamabad Capital Territory,Northern,IT,Electronics & Gadgets,2,8093
1005336,Fatima,P0097242,F,55+,69,1,Punjab,Eastern,Textile,Electronics & Gadgets,4,8093
1004815,Usman,P00345842,M,51-55,54,0,Balochistan,Western,Retail,Electronics & Gadgets,1,8093
1003013,Arham,P00100642,F,46-50,50,0,Azad Jammu & Kashmir,North-Eastern,Construction,Food,4,8092
1004489,Hamza,P00138542,F,18-25,19,1,Gilgit-Baltistan,Northern,Media,Electronics & Gadgets,1,8092
1004732,Taha,P00079742,F,26-35,35,0,Islamabad Capital Territory,Northern,Healthcare,Food,1,8092
1002854,Bilal,P00343542,M,18-25,25,0,Gilgit-Baltistan,Northern,Healthcare,Food,2,8091
1000010,Ali,P00343042,M,36-45,43,1,Punjab,Eastern,Media,Furniture,3,8091
1002541,Ali,P00326542,M,36-45,43,0,Balochistan,Western,Textile,Electronics & Gadgets,2,8090
1002541,Fatima,P00326542,M,36-45,43,0,Gilgit-Baltistan,Northern,Business,Electronics & Gadgets,2,8090
1003108,Ayesha,P00034042,F,51-55,51,1,Khyber Pakhtunkhwa,North-Western,Construction,Electronics & Gadgets,1,8089
1003108,Usman,P00034042,F,51-55,51,1,Sindh,Southern,Business,Electronics & Gadgets,2,8089
1000195,Arham,P00182542,F,26-35,29,0,Gilgit-Baltistan,Northern,Agriculture,Electronics & Gadgets,1,8089
1005934,Sana,P00025442,F,26-35,34,0,Sindh,Southern,Govt,Sports Products,4,8088
1003208,Mariam,P00171642,F,26-35,31,0,Gilgit-Baltistan,Northern,Business,Electronics & Gadgets,4,8088
1003208,Mehwish,P00171642,F,26-35,31,0,Balochistan,Western,Engineer,Electronics & Gadgets,4,8088
1005550,Daniyal,P00224142,F,36-45,42,0,Khyber Pakhtunkhwa,North-Western,Education,Electronics & Gadgets,2,8088
1002800,Arham,P00321942,M,18-25,23,1,Gilgit-Baltistan,Northern,Engineer,Electronics & Gadgets,1,8088
1002701,Zara,P00036742,F,46-50,48,1,Azad Jammu & Kashmir,North-Eastern,Textile,Furniture,2,8088
1003539,Usman,P00022742,M,26-35,27,1,Gilgit-Baltistan,Northern,Textile,Electronics & Gadgets,3,8087
1001487,Hania,P00027542,F,36-45,43,1,Azad Jammu & Kashmir,North-Eastern,Govt,Electronics & Gadgets,4,8087
1004048,Sara,P00036842,M,36-45,39,0,Punjab,Eastern,Agriculture,Food,4,8087
1001836,Mariam,P00069042,F,26-35,35,1,Balochistan,Western,Media,Footwear & Shoes,2,8086
1004345,Saad,P00344242,M,26-35,26,1,Gilgit-Baltistan,Northern,Media,Footwear & Shoes,3,8086
1001650,Umar,P00059442,F,26-35,35,0,Azad Jammu & Kashmir,North-Eastern,Govt,Decor,1,8086
1003945,Ayesha,P00195442,M,46-50,48,0,Sindh,Southern,Govt,Electronics & Gadgets,3,8085
1003945,Ahmed,P00195442,M,46-50,48,0,Azad Jammu & Kashmir,North-Eastern,Textile,Electronics & Gadgets,1,8085
1002489,Usman,P00109242,M,36-45,44,1,Balochistan,Western,Retail,Electronics & Gadgets,2,8084
1002907,Hassan,P00315842,M,36-45,44,0,Balochistan,Western,Govt,Food,1,8084
1000255,Umar,P00225942,F,36-45,36,1,Azad Jammu & Kashmir,North-Eastern,Engineer,Electronics & Gadgets,4,8083
1005520,Raza,P00184442,F,46-50,50,0,Islamabad Capital Territory,Northern,Retail,Electronics & Gadgets,4,8083
1001545,Hiba,P00246142,F,26-35,29,1,Islamabad Capital Territory,Northern,Retail,Electronics & Gadgets,3,8083
1005520,Noor,P00184442,F,46-50,50,0,Khyber Pakhtunkhwa,North-Western,IT,Electronics & Gadgets,1,8083
1005627,Muneeb,P00103342,M,26-35,33,1,Gilgit-Baltistan,Northern,Education,Electronics & Gadgets,4,8082
1004510,Arham,P00240442,F,46-50,49,1,Sindh,Southern,Education,Electronics & Gadgets,2,8082
1000970,Ahmed,P00213942,F,26-35,33,0,Sindh,Southern,Construction,Electronics & Gadgets,4,8082
1000654,Daniyal,P00120242,F,51-55,51,0,Punjab,Eastern,Govt,Electronics & Gadgets,1,8082
1004732,Sana,P00255742,F,26-35,34,0,Balochistan,Western,Engineer,Electronics & Gadgets,3,8081
1004732,Saad,P00255742,F,26-35,34,0,Islamabad Capital Territory,Northern,Business,Decor,3,8081
1000277,Sana,P00110842,M,36-45,42,1,Azad Jammu & Kashmir,North-Eastern,Engineer,Electronics & Gadgets,4,8081
1001963,Muneeb,P00155742,M,51-55,52,1,Islamabad Capital Territory,Northern,Textile,Electronics & Gadgets,3,8080
1000111,Mehwish,P00150342,M,36-45,42,1,Sindh,Southern,Healthcare,Electronics & Gadgets,2,8080
1003328,Sana,P00129942,F,55+,78,1,Sindh,Southern,Healthcare,Electronics & Gadgets,1,8079
